"section","url","title","published_date","content"
"science-technology","https://www.risingbd.com/english/science-technology/news/111515","ACC sues ex-State Minister for Shipping Khalid on graft charges","07/04/2025","The Anti-Corruption Commission (ACC) has filed a case against former State Minister for Shipping Khalid Mahmud Chowdhury on charges of acquiring assets illegally and making suspicious transactions through his bank accounts. ACC Assistant Director Minhaj Bin Islam filed the case as the plaintiff on Monday (April 7). Director General (Prevention) Md Akhter Hossain confirmed the news. He said the ACC investigation team has revealed that Khalid Mahmud, former member of parliament (MP) from Dinajpur-2 constituency, acquired illegal assets worth Tk 5,73,82,687 which is inconsistent with the known sources of income. Besides, Khalid Mahmud Chowdhury, also Awami League Organizing Secretary, made suspicious transactions through his 11 bank accounts and 5 bank cards involving Tk 13,68,23,510."
"science-technology","https://www.risingbd.com/english/science-technology/news/111516","Jatka Conservation Week on April 8-14","07/04/2025","The government will observe ‘Jatka Conservation Week-2025’ starting from April 8 with the aim of protecting and boosting Jatka (young Hilsa) production. Fisheries and Livestock Adviser Farida Akhtar made this announcement at a press conference at the ministry's conference room on Monday afternoon. She said conserving jatka would boost hilsa production, helping to stabilize prices and ensure better market supply. The advisor mentioned that the interim government has implemented an effective action plan to make Hilsa affordable for common people and as part of this effort, Jatka Conservation Week will be observed during April 8 to 14. The theme for this year's event is “If Jatka Fishing is Stopped Hilsa will be Caught in Nets.” Jatka refers to a small Hilsa fish, measuring around 10 inches or 25 centimeters. A hilsa weighing one kilogram typically measures between 40 and 50 centimeters, and if it weighs more than 2 kilograms, it reaches about 60 to 62 centimeters. Through the Jatka Conservation Week, Jatka will be allowed to grow into a mature hilsa. During the 2023-24 fiscal year, the country produced 5,29,000 metric tons of Hilsa, contributing roughly 11 percent of the nation's total fish production. Hilsa also plays a significant role in the national economy, contributing over 1 percent to the GDP. Bangladesh is the world's leading producer of Hilsa, accounting for over 80 percent of global production, harvested from the country's rivers, estuaries, and seas. It ranks the first among the 11 Hilsa-producing countries. NativeClick Ads The Fisheries Adviser highlighted that the government not only enforces laws to protect Jatka but also significantly increased the amount of VGF (Vulnerable Group Feeding) food assistance for fishermen during the ban of hilsa fishing. In the 2023-24 fiscal year, 361,071 fishing families who stopped fishing Jatka were provided with 28,885 metric tons of VGF rice, distributed at a rate of 40 kg per month for four months. To protect mother Hilsa during its main breeding season, 13,707 metric tons of VGF rice were distributed to 566,565 fishing families, at a rate of 25 kg each, during the same fiscal year. Besides food aid, various types of assistance, including the provision of calf calves, are being offered to fishermen through the ""Hilsa Resource Development and Management Project"" to create alternative employment opportunities. The Fisheries Adviser urged everyone to cooperate in protecting Jatka. Jatka Conservation Week 2025 will be observed in 20 Hilsa-rich districts across the country, including Dhaka, Manikganj, Rajbari, Shariatpur, Madaripur, Faridpur, Munshiganj, Barisal, Bhola, Patuakhali, Pirojpur, Barguna, Jhalakati, Chandpur, Lakshmipur, Feni, Noakhali, Chattogram, Bagerhat, and Sirajganj."
"science-technology","https://www.risingbd.com/english/science-technology/news/111517","No alteration to become sustainable without reform in judiciary: CJ","07/04/2025","Chief Justice (CJ) Syed Refaat Ahmed has said proposals have been made to bring transformation in many sectors, but no alteration will become sustainable without the reform in the judiciary. The Chief Justice said this at a scholarship distribution programme at Hakimpur Mohila Degree College in Dinajpur district on Monday. “I have taken charge as the Chief Justice right after the July-August mass uprising. I had presented a blueprint for a far-reaching reform to the nation within a very short time. We have to cross a long way, some of which are difficult, but we have to cross these in any way,” he said. Reiterating his call for reform in the judiciary, the CJ said this has become the synonym of the word ""reform"". Chief Justice Syed Refaat Ahmed handed over stipends among 10 meritorious students from ‘Syed Zafar Ahmed and Tabserunnesa Memorial Scholarship’ fund, named after his grandfather and grandmother. The stipends are being given yearly since 2005 from the fund. Presided over by Principal of the college Mamunur Rashid Azad, the programme was attended, among others, by Supreme Court Registrar General Aziz Ahmed Bhuiyan, Appellate Division Registrar Md Hasanuzzaman, Dinajpur Senior District and Sessions Judge Alamgir Kabir, Deputy Commissioner Rafikul Islam, Superintendent of Police Marfot Hossain and Upazila Nirbahi Officer (UNO) Amit Roy. NativeClick Ads"
"science-technology","https://www.risingbd.com/english/science-technology/news/111518","Netanyahu in Washington to avoid ICC arrest warrant","07/04/2025","Israeli Prime Minister Benjamin Netanyahu was forced to take a longer path to visit Washington from the Hungarian capital Budapest to avoid any case of emergency landing in countries that would enforce the International Criminal Court (ICC) arrest warrant against him. According to the Israeli daily Haaretz on Monday, Netanyahu's plane flew ‘through a flight path about 400 kilometers (248 miles) longer to avoid flying over countries that might enforce the ICC arrest warrant issued against him in the case of an emergency landing.’ “Israel believed that countries like Ireland, Iceland, and the Netherlands could have acted to enforce the warrant,” Haaretz also said. It added that since the start of the Israeli war on Gaza, on October 2023, all Netanyahu's flights to the US crossed through Greece, Italy, and France to the Atlantic Ocean and then to the US. On his arrival in Washington, DC, Netanyahu was met with a protest demanding a ceasefire in Gaza and a prisoner exchange deal, Haaretz noted. On Thursday, Netanyahu arrived in Budapest on an official visit, defying the ICC's arrest warrant issued against him over war crimes in Gaza. Following his arrival, the Hungarian government announced exiting the ICC. Last November, the ICC issued arrest warrants for Netanyahu and his former Defense Minister Yoav Gallant on charges of war crimes and crimes against humanity in Gaza. Israel is facing a genocide case at the International Court of Justice over its military actions in Gaza, where it has killed more than 50,700 people since the Oct. 7, 2023 attacks by the Palestinian group Hamas. NativeClick Ads Source: Agencies"
"science-technology","https://www.risingbd.com/english/science-technology/news/111519","Court freezes bank accounts of ex-PSC driver Abed Ali","07/04/2025","A Dhaka court has ordered to freeze 13 bank accounts of Syed Abed Ali, a former driver for the Chairman of Public Service Commission (PSC), seize a car and attach two flats and a building on 8.88 bigha plot. Dhaka Metropolitan Senior Special Judge Md Zakir Hossain Galib passed the order on Monday, allowing a plea of the Anti-Corruption Commission (ACC). The plot is situated in Mirpur's Pirerbagh area while the two flats, 1100sqf each, are situated in the West Shewrapara area. The ACC in its plea said they have received information of amassing huge illegal wealth by Abed Ali and he may try to transfer or hand over the assets to deter ongoing probe against him. So, his bank accounts should be frozen and the assets should be attached, the plea added."
"science-technology","https://www.risingbd.com/english/science-technology/news/111520","Exports to US will increase, not decrease: Press Secretary ","07/04/2025","Chief Adviser’s Press Secretary Shafiqul Alam has said there is no need to be panic about the suspension of export orders. We have repeatedly said that we will take some steps so that Bangladesh’s exports to the US will increase, not decrease. He said this at a press briefing at the Intercontinental Hotel in the capital on Monday (April 7). Responding to a question from journalists, Shafiqul Alam said, “I think these are short-term. There is no need to be panic about these. We have repeatedly said that we will take some steps so that Bangladesh’s exports to the US will increase, not decrease”. He said, “A very good meeting was held with businessmen yesterday (April 6). Former BGME President Faruk Hasan, BKMEA Executive President Mohammad Hatem, Tapan Chowdhury, Nasim Manzur, Lubana Haque and others were present there. I told them we are taking steps so our exports to the US will increase”. In response to another question about sending a letter to Donald Trump, the Press Secretary said, “Our letter is a big message.”"
"science-technology","https://www.risingbd.com/english/science-technology/news/111521","Bangladesh offers zero tariffs on 100 more US goods ","07/04/2025","The government will facilitate the export of 100 more US products to Bangladesh at zero tariff to reduce the trade deficit with the United States. The government has sent a letter to the United States Trade Representative (USTR) in this regard. Commerce Adviser Sk Bashir Uddin said this on Monday. “Our Tariff Schedule contains 190 product lines with zero tariff and another 100 product lines are being considered to be included in the zero tariff schedule,” reads the letter. Furthermore, the letter said Bangladesh was planning a long-term LNG deal with the US and would provide private equity access to healthcare to get tariff relief. “Our government is examining ways to reduce tariff rates and eliminate all kinds of non-tariff barriers and has initiated reforms to enhance mutually beneficial trade for both countries. The reform initiative includes import policy order, simplification of customs procedure, enforcement of intellectual property rights, protect trademarks, patent rights and so on,” reads the letter. Earlier in the day, Chief Adviser Prof Muhammad Yunus addressed a letter to US President Donald Trump requesting him to postpone the application of US reciprocal tariff measures on Bangladesh for three months to allow the interim government to smoothly implement its initiative to substantially increase US exports to Bangladesh. NativeClick Ads"
"science-technology","https://www.risingbd.com/english/science-technology/news/111522","IGP orders arrest of people behind attacks","07/04/2025","Inspector General of Police (IGP) Baharul Alam has directed to arrest the people behind attacks on shops and business houses in Sylhet and other places in the country. The police boss made the direction on Monday. Protesters in Sylhet and other places on Monday vandalised local outlets of several fast food restaurants and stores during rallies expressing solidarity with the Palestinian people and condemning Israeli aggression in Gaza."
"science-technology","https://www.risingbd.com/english/science-technology/news/111523","Trump threatens new 50% tariffs on China","08/04/2025","Donald Trump has threatened China with an extra 50% tariff on goods imported into the US if it does not withdraw its 34% counter-tariff, as global markets continue to fall, reports BBC. Beijing retaliated on Sunday, following last week's decision by Trump to slap a 34% tax on Chinese imports as part of his ""Liberation Day"" that set a minimum 10% levy on nearly all of America's trading partners. In a social media post on Monday, Trump gave China until Tuesday to scrap its countermeasure or face the 50% tax. In response, the Chinese embassy in the US accused Washington of ""economic bullying"", and said that Beijing ""will firmly safeguard its legitimate rights and interests"". If Trump acts on his threat, US companies could face a total rate of 104% on Chinese imports- as it comes on top of 20% tariffs already put in place in March and the 34% announced last week. There are fears that this could deepen a trade war between the world's two biggest economies and global rivals. In his post on Truth Social, Trump also warned that ""all talks with China concerning their requested meetings with us [on tariffs] will be terminated!"" Also on Monday, the US president said he was not considering a pause on the global import tariffs to allow for negotiations with other countries. NativeClick Ads ""We're not looking at that. We have many, many countries that are coming to negotiate deals with us, and there are going to be fair deals,"" he said. Trump said China had introduced its countermeasure ""despite my warning that any country that Retaliates against the U.S. by issuing additional Tariffs... will be immediately met with new and substantially higher Tariffs"". Beijing shot back, saying that ""pressuring or threatening China is not a right way to engage"". ""The US hegemonic move in the name of 'reciprocity' serves its selfish interests at the expense of other countries' legitimate interests and puts 'America first' over international rules,"" Chinese embassy spokesman Liu Pengyu said in a statement. ""This is a typical move of unilateralism, protectionism and economic bullying."" Speaking from the White House, the US president said there could be both permanent tariffs and negotiations. ""We have $36tn (£28tn) debt for a reason,"" he said, adding that the US would be talking to China among other countries to make a ""fair deal and a good deal"". ""It's now America first,"" Trump said. The tariffs would come as a major blow to China's manufacturers, for whom the US is a key market for exports. China's top exports to the US include electrical products and other machinery, computers, furniture, toys, vehicles and equipment. The US's top exports to China are oilseeds and grains, as well aircraft, machinery and pharmaceuticals. Uncertainty around the tariffs led to a turbulent day on global stock markets. Markets worldwide have plunged since Trump announced the global tariffs. The value of US stock markets dropped sharply again on opening on Monday, while Europe's biggest markets, including London's FTSE 100, closed more than 4% down. Asian share indexes had nosedived on Monday, with Hong Kong's Hang Seng index falling by more than 13%, its biggest one-day fall since 1997. However, most showed a slight correction on Tuesday with most bourses opening higher. The impact on the FTSE 100, America's S&P 500, Germany's Dax and Japan's Nikkei has been wide-ranging._Agencies."
"science-technology","https://www.risingbd.com/english/science-technology/news/111524","Barrister Tureen Afroz arrested","08/04/2025","Police arrested Barrister Tureen Afroz, former senior prosecutor of the International Crimes Tribunal (ICT), on Monday night (April 7). She was arrested from her Uttara residence, Uttara West Police Station Officer-in-Charge Hafizur Rahman confirmed. Police said she was arrested from her house on Road No. 11, Sector No. 3. There is a case against Tureen Afroz at Uttara West Police Station. Police arrested Tureen Afroz in connection with a case filed against her for allegedly shooting a student with intent to kill during the anti-discrimination student protest. Tureen Afroz served as the prosecutor at the International Criminal Tribunal from 2013 to November 2019 during the 1971 crimes against humanity trial."
"science-technology","https://www.risingbd.com/english/science-technology/news/111525","Lebanon president meets US delegation amid latest Israeli strikes","08/04/2025","An Israeli strike Monday in southern Lebanon killed one person, according to the Health Ministry, with Israel’s military saying it had “eliminated” a Hezbollah commander, reports arabnews. The attack was conducted by an Israeli drone which targeted a motorcycle repair shop in the border town of Taybeh, with Israel claiming to have struck “a commander in Hezbollah’s artillery system.” A Lebanese security source said the attack targeted “a motorcycle as its rider stopped in front of a motorcycle repair shop on the Taybeh-Adaisseh road, resulting in his death and a fire breaking out at the location.” Hezbollah later identified the deceased man as Mohammed Adnan Mansour. Under the terms of the ceasefire agreement, Hezbollah was meant to withdraw fighters from south of the Litani River and dismantle any remaining military infrastructure there. Israel was to withdraw all its forces from southern Lebanon but continues to hold five positions that it deems “strategic.” Lebanon’s President Joseph Aoun has urged Washington to pressure Israel to withdraw from the five border points, saying the ongoing troop presence “complicates the situation.” On Monday, the Lebanese government received a message from the US confirming the need to disarm Hezbollah and implement necessary reforms for the country to receive financial aid, with Washington anticipating swift action on these issues. NativeClick Ads A delegation from the American Task Force on Lebanon, headed by Edward Gabriel, conveyed the message to Aoun. Aoun said there is no place for any weapons or armed groups outside the framework of the Lebanese state. Aoun on Monday said the issue needed to be resolved “through communication and dialogue because, in the end, Hezbollah is a Lebanese component.” Authorities would soon begin drafting a “national security strategy,” he added. During a meeting with the delegation, Aoun reaffirmed Lebanon’s full commitment to UN Resolution 1701, commending the work of UNIFIL south of the Litani River. Aoun pointed to “Israeli violations of the ceasefire agreement,” saying that “Israel’s continued presence in the five hills it occupied will not be beneficial for Lebanon and will further complicate the situation. “Therefore, we call on the US to pressure Israel to withdraw from them,” he added. “The Lebanese Army, north of the Litani River, dismantled six camps that were under the control of Palestinian groups outside the refugee camps,” Aoun continued. “They are now empty, and the weapons found were either confiscated or destroyed.” Aoun confirmed that “the priority is to reduce tension in the south.” He added: “The will is there, and the UNIFIL are doing their job to the fullest. But we must take into account that they are bearing many responsibilities. Lebanon needs time to resolve matters calmly.” Aoun noted that “three weeks ago, the government approved the recruitment of 4,500 soldiers to boost our preparedness in the south.” He emphasized to the American delegation that “reforms and the disarmament of weapons are demands from Lebanon, as well as from the international community and the US. We are committed to working towards these goals, and building trust is a step we have already initiated.” Gabriel spoke about the “significant recognition of the efforts made by the Lebanese Army and the commendable work of the president.” He stated: “I understand that your contribution to this was extremely important, and there are still many tasks that need to be completed, which we have been made aware of. The sooner these are carried out, the quicker we can assist you.” Gabriel revealed that “a funding bill is being prepared in Congress for the upcoming year, along with three significant pieces of legislation included in the economic package.” Aoun also met on Monday with Parliament Speaker Nabih Berri to discuss the outcomes of the visit of US Deputy Envoy to the Middle East Morgan Ortagus to Lebanon last weekend. According to a political observer, the emphasis was placed on “expediting the approval of reform laws in parliament” after “constructive and positive” discussions with Ortagus. Less than 24 hours before the strike on the motorcycle repair shop in Tayah, an Israeli drone targeted a vehicle in Naqoura._Agencies."
"science-technology","https://www.risingbd.com/english/science-technology/news/111526","US in direct nuclear talks with Iran, Trump says","08/04/2025","The US and Iran will hold ""direct talks"" over a possible nuclear deal on Saturday, says Donald Trump, reports BBC. The meeting has also been confirmed by Iran's foreign minister who said the talks would be ""indirect"" but could be ""as much an opportunity as it is a test"". The US president on Monday said discussions between Washington and Tehran would be at ""very high level"" and warned it would be a ""very bad day for Iran"" if no agreement was reached. Last month, Trump raised the prospect of military action against Iran after its supreme leader Ayatollah Ali Khamenei publicly rejected the offer of direct talks. Trump disclosed the talks after a White House meeting with Israel's Benjamin Netanyahu, who has also previously raised the prospect of attacking Iran to stop it from acquiring nuclear weapons. Iran's foreign minister confirmed Washington and Tehran will meet in Oman on 12 April._Agencies."
"science-technology","https://www.risingbd.com/english/science-technology/news/111527","Vandalism during countrywide anti-Israel protests: 49 arrested","08/04/2025","Police have arrested 49 individuals in connection with vandalism of shops and businesses in several cities of the country from demonstration processions against Israeli atrocities in Gaza. Police headquarters issued a notification in this regard on Tuesday (April 8). In addition, a statement from the Chief Advisor's Press Wing said that the police have taken swift action in response to the vandalism and looting of various businesses, during the nationwide protests against the Israeli aggression in Gaza yesterday. It added that the police took swift action and two cases have been filed. The investigation is going on and more cases are under process. Last night, Inspector General of Police Baharul Alam ordered the police to arrest those involved in the attacks and vandalism. The government does not prevent any legitimate protest. However, any criminal activity in guise of protest programs will not be tolerated, IGP said."
